date,team,rating
2005-03-13,RSS Renaissance Settat,1384
2005-03-20,RSS Renaissance Settat,1384
2005-03-20,Youssoufia Berrechid,1421
2005-03-20,Rachad Bernoussi,1386
2005-03-20,USM Mohammedia,1393
2005-03-20,Fath Nador,1399
2005-03-20,USYM Union Yaacub Mansour,1359
2005-03-20,Kenitra AC,1439
2005-03-20,Moghreb Tetouan,1422
2005-03-20,NRM Najm Marrakech,1410
2005-03-20,Stade Marocain,1398
2005-03-20,Fath Union Sport de Rabat,1429
2005-03-20,Difaa Hassani El Jadidi,1437
2005-03-20,Renaissance de Berkane,1391
2005-03-20,HAN Hilal Nador,1394
2005-03-20,Wydad de Fes,1367
2005-03-20,Racing Casablanca,1370
2005-03-26,Olympique Club de Safi,1548
2005-03-26,Jeunesse Sportive El Massira,1531
2005-03-26,AS Sale,1439
2005-03-26,Ittihad Tanger,1472
2005-03-27,Kawkab Athletic Club Marrakech,1465
2005-03-27,CODM Meknes,1457
2005-03-27,Mouloudia Oujda,1441
2005-03-27,UTS Union Touarga Sport Rabat,1482
2005-03-27,Chabab Mohammedia,1433
2005-03-27,Olympique Club De Khouribga,1510
2005-03-27,Raja Club Athletic,1570
2005-03-27,Itihad Zemmouri de Khemisset,1519
2005-03-27,Maghreb de Fes,1471
2005-03-27,Hassania Union Sport Agadir,1485
2005-03-27,FAR Rabat,1599
2005-03-27,Wydad Athletic Club,1596
2005-03-27,USM Mohammedia,1392
2005-03-27,Youssoufia Berrechid,1422
2005-03-27,Moghreb Tetouan,1426
2005-03-27,Fath Nador,1395
2005-03-27,Stade Marocain,1402
2005-03-27,Kenitra AC,1435
2005-03-27,Racing Casablanca,1373
2005-03-27,Renaissance de Berkane,1388
2005-03-27,Wydad de Fes,1366
2005-03-27,RSS Renaissance Settat,1385
2005-03-27,HAN Hilal Nador,1398
2005-03-27,Fath Union Sport de Rabat,1425
2005-03-27,Difaa Hassani El Jadidi,1440
2005-03-27,NRM Najm Marrakech,1407
2005-03-27,USYM Union Yaacub Mansour,1362
2005-03-27,Rachad Bernoussi,1383
2005-04-02,CODM Meknes,1442
2005-04-02,Olympique Club de Safi,1562
2005-04-03,Olympique Club De Khouribga,1505
2005-04-03,Kawkab Athletic Club Marrakech,1470
2005-04-03,Jeunesse Sportive El Massira,1515
2005-04-03,FAR Rabat,1614
2005-04-03,Itihad Zemmouri de Khemisset,1513
2005-04-03,Maghreb de Fes,1476
2005-04-03,Hassania Union Sport Agadir,1493
2005-04-03,Chabab Mohammedia,1425
2005-04-03,Ittihad Tanger,1467
2005-04-03,Mouloudia Oujda,1446
2005-04-03,UTS Union Touarga Sport Rabat,1459
2005-04-03,Raja Club Athletic,1591
2005-04-03,Youssoufia Berrechid,1424
2005-04-03,USYM Union Yaacub Mansour,1360
2005-04-03,Fath Nador,1389
2005-04-03,Stade Marocain,1408
2005-04-03,Fath Union Sport de Rabat,1423
2005-04-03,Racing Casablanca,1375
2005-04-03,Kenitra AC,1429
2005-04-03,Difaa Hassani El Jadidi,1446
2005-04-03,NRM Najm Marrakech,1401
2005-04-03,HAN Hilal Nador,1404
2005-04-03,Renaissance de Berkane,1391
2005-04-03,Wydad de Fes,1363
2005-04-03,RSS Renaissance Settat,1388
2005-04-03,USM Mohammedia,1389
2005-04-03,Rachad Bernoussi,1383
2005-04-03,Moghreb Tetouan,1426
2005-04-09,Difaa Hassani El Jadidi,1444
2005-04-09,Fath Nador,1391
2005-04-09,HAN Hilal Nador,1403
2005-04-09,Kenitra AC,1430
2005-04-09,Moghreb Tetouan,1425
2005-04-09,Youssoufia Berrechid,1425
2005-04-09,Racing Casablanca,1380
2005-04-09,NRM Najm Marrakech,1396
2005-04-09,Renaissance de Berkane,1394
2005-04-09,RSS Renaissance Settat,1385
2005-04-09,Stade Marocain,1398
2005-04-09,Rachad Bernoussi,1392
2005-04-09,USYM Union Yaacub Mansour,1354
2005-04-09,USM Mohammedia,1394
2005-04-09,Wydad de Fes,1358
2005-04-09,Fath Union Sport de Rabat,1428
2005-04-16,AS Sale,1452
2005-04-16,Jeunesse Sportive El Massira,1502
2005-04-16,Mouloudia Oujda,1448
2005-04-16,Wydad Athletic Club,1594
2005-04-17,Raja Club Athletic,1603
2005-04-17,Ittihad Tanger,1456
2005-04-17,Maghreb de Fes,1447
2005-04-17,UTS Union Touarga Sport Rabat,1487
2005-04-17,Olympique Club de Safi,1569
2005-04-17,Kawkab Athletic Club Marrakech,1463
2005-04-17,Hassania Union Sport Agadir,1504
2005-04-17,Olympique Club De Khouribga,1495
2005-04-17,FAR Rabat,1621
2005-04-17,CODM Meknes,1435
2005-04-17,Chabab Mohammedia,1410
2005-04-17,Itihad Zemmouri de Khemisset,1527
2005-04-17,Fath Union Sport de Rabat,1432
2005-04-17,Renaissance de Berkane,1390
2005-04-17,NRM Najm Marrakech,1399
2005-04-17,Wydad de Fes,1355
2005-04-17,Rachad Bernoussi,1392
2005-04-17,Difaa Hassani El Jadidi,1444
2005-04-17,Youssoufia Berrechid,1424
2005-04-17,Stade Marocain,1399
2005-04-17,Fath Nador,1390
2005-04-17,HAN Hilal Nador,1404
2005-04-17,Kenitra AC,1432
2005-04-17,Racing Casablanca,1378
2005-04-17,RSS Renaissance Settat,1388
2005-04-17,USYM Union Yaacub Mansour,1351
2005-04-17,USM Mohammedia,1389
2005-04-17,Moghreb Tetouan,1430
2005-04-24,Wydad Athletic Club,1585
2005-04-24,AS Sale,1460
2005-04-24,Moghreb Tetouan,1432
2005-04-24,USYM Union Yaacub Mansour,1349
2005-04-24,Difaa Hassani El Jadidi,1447
2005-04-24,Youssoufia Berrechid,1421
2005-04-24,Fath Union Sport de Rabat,1435
2005-04-24,RSS Renaissance Settat,1385
2005-04-24,HAN Hilal Nador,1409
2005-04-24,Rachad Bernoussi,1387
2005-04-24,Racing Casablanca,1383
2005-04-24,Fath Nador,1385
2005-04-24,Renaissance de Berkane,1384
2005-04-24,NRM Najm Marrakech,1405
2005-04-24,Stade Marocain,1402
2005-04-24,USM Mohammedia,1386
2005-04-24,Wydad de Fes,1346
2005-04-24,Kenitra AC,1441
2005-04-30,CODM Meknes,1446
2005-04-30,AS Sale,1449
2005-04-30,Ittihad Tanger,1452
2005-04-30,Maghreb de Fes,1451
2005-04-30,UTS Union Touarga Sport Rabat,1454
2005-04-30,Chabab Mohammedia,1441
2005-04-30,Jeunesse Sportive El Massira,1471
2005-04-30,Mouloudia Oujda,1478
2005-04-30,Itihad Zemmouri de Khemisset,1536
2005-04-30,Hassania Union Sport Agadir,1495
2005-04-30,Kawkab Athletic Club Marrakech,1480
2005-04-30,FAR Rabat,1605
2005-04-30,Wydad Athletic Club,1567
2005-04-30,Raja Club Athletic,1620
2005-05-01,Olympique Club De Khouribga,1494
2005-05-01,Olympique Club de Safi,1570
2005-05-01,RSS Renaissance Settat,1385
2005-05-01,Moghreb Tetouan,1432
2005-05-01,NRM Najm Marrakech,1405
2005-05-01,Fath Union Sport de Rabat,1435
2005-05-01,Fath Nador,1389
2005-05-01,Wydad de Fes,1342
2005-05-01,Youssoufia Berrechid,1426
2005-05-01,HAN Hilal Nador,1404
2005-05-01,USM Mohammedia,1381
2005-05-01,Difaa Hassani El Jadidi,1452
2005-05-01,Kenitra AC,1443
2005-05-01,Renaissance de Berkane,1382
2005-05-01,Rachad Bernoussi,1386
2005-05-01,Racing Casablanca,1384
2005-05-01,USYM Union Yaacub Mansour,1349
2005-05-01,Stade Marocain,1402
2005-05-14,Difaa Hassani El Jadidi,1454
2005-05-14,USYM Union Yaacub Mansour,1347
2005-05-14,Fath Union Sport de Rabat,1440
2005-05-14,Kenitra AC,1438
2005-05-14,HAN Hilal Nador,1407
2005-05-14,USM Mohammedia,1378
2005-05-14,Racing Casablanca,1384
2005-05-14,Youssoufia Berrechid,1426
2005-05-14,Renaissance de Berkane,1371
2005-05-14,Fath Nador,1399
2005-05-14,Stade Marocain,1397
2005-05-14,Moghreb Tetouan,1437
2005-05-14,Wydad de Fes,1337
2005-05-14,Rachad Bernoussi,1391
2005-05-14,NRM Najm Marrakech,1410
2005-05-14,RSS Renaissance Settat,1381
2005-05-15,FAR Rabat,1614
2005-05-15,Olympique Club de Safi,1561
2005-05-15,Chabab Mohammedia,1438
2005-05-15,Ittihad Tanger,1455
2005-05-15,Maghreb de Fes,1437
2005-05-15,Wydad Athletic Club,1580
2005-05-15,Hassania Union Sport Agadir,1490
2005-05-15,UTS Union Touarga Sport Rabat,1459
2005-05-15,Mouloudia Oujda,1473
2005-05-15,CODM Meknes,1451
2005-05-15,Itihad Zemmouri de Khemisset,1516
2005-05-15,Olympique Club De Khouribga,1514
2005-05-15,AS Sale,1467
2005-05-15,Kawkab Athletic Club Marrakech,1464
2005-05-15,Raja Club Athletic,1630
2005-05-15,Jeunesse Sportive El Massira,1462
2005-05-28,Moghreb Tetouan,1440
2005-05-28,Difaa Hassani El Jadidi,1451
2005-05-28,Kenitra AC,1441
2005-05-28,NRM Najm Marrakech,1407
2005-05-28,USM Mohammedia,1377
2005-05-28,Racing Casablanca,1385
2005-05-28,USYM Union Yaacub Mansour,1342
2005-05-28,HAN Hilal Nador,1412
2005-05-28,Stade Marocain,1391
2005-05-28,RSS Renaissance Settat,1387
2005-05-28,Rachad Bernoussi,1396
2005-05-28,Renaissance de Berkane,1367
2005-05-28,Fath Nador,1394
2005-05-28,Fath Union Sport de Rabat,1445
2005-05-28,Youssoufia Berrechid,1428
2005-05-28,Wydad de Fes,1335
2005-05-29,Kawkab Athletic Club Marrakech,1461
2005-05-29,Mouloudia Oujda,1476
2005-05-29,Ittihad Tanger,1453
2005-05-29,Hassania Union Sport Agadir,1492
2005-05-29,Olympique Club de Safi,1554
2005-05-29,AS Sale,1474
2005-05-29,Jeunesse Sportive El Massira,1457
2005-05-29,Maghreb de Fes,1441
2005-05-29,Wydad Athletic Club,1571
2005-05-29,Chabab Mohammedia,1446
2005-05-29,UTS Union Touarga Sport Rabat,1472
2005-05-29,Itihad Zemmouri de Khemisset,1504
2005-05-29,CODM Meknes,1440
2005-05-29,Raja Club Athletic,1641
2005-05-29,Olympique Club De Khouribga,1499
2005-05-29,FAR Rabat,1628
2005-06-04,Difaa Hassani El Jadidi,1456
2005-06-04,Stade Marocain,1386
2005-06-04,RSS Renaissance Settat,1387
2005-06-04,Kenitra AC,1441
2005-06-04,Wydad de Fes,1327
2005-06-04,USM Mohammedia,1385
2005-06-04,HAN Hilal Nador,1406
2005-06-04,Moghreb Tetouan,1445
2005-06-04,Fath Union Sport de Rabat,1449
2005-06-04,Rachad Bernoussi,1392
2005-06-04,Racing Casablanca,1390
2005-06-04,USYM Union Yaacub Mansour,1337
2005-06-04,NRM Najm Marrakech,1406
2005-06-04,Fath Nador,1395
2005-06-05,AS Sale,1452
2005-06-05,FAR Rabat,1648
2005-06-05,Maghreb de Fes,1422
2005-06-05,CODM Meknes,1458
2005-06-05,Raja Club Athletic,1650
2005-06-05,Kawkab Athletic Club Marrakech,1452
2005-06-05,UTS Union Touarga Sport Rabat,1454
2005-06-05,Olympique Club De Khouribga,1516
2005-06-05,Itihad Zemmouri de Khemisset,1498
2005-06-05,Ittihad Tanger,1458
2005-06-05,Chabab Mohammedia,1443
2005-06-05,Jeunesse Sportive El Massira,1460
2005-06-05,Mouloudia Oujda,1490
2005-06-05,Olympique Club de Safi,1541
2005-06-05,Hassania Union Sport Agadir,1492
2005-06-05,Wydad Athletic Club,1571
2005-06-12,AS Sale,1475
2005-06-12,Olympique Club De Khouribga,1495
2005-06-12,CODM Meknes,1454
2005-06-12,Chabab Mohammedia,1447
2005-06-12,FAR Rabat,1657
2005-06-12,Mouloudia Oujda,1481
2005-06-12,Olympique Club de Safi,1527
2005-06-12,Raja Club Athletic,1664
2005-06-12,Kawkab Athletic Club Marrakech,1432
2005-06-12,Maghreb de Fes,1441
2005-06-12,Jeunesse Sportive El Massira,1458
2005-06-12,Hassania Union Sport Agadir,1494
2005-06-12,Ittihad Tanger,1468
2005-06-12,UTS Union Touarga Sport Rabat,1444
2005-06-12,Wydad Athletic Club,1565
2005-06-12,Itihad Zemmouri de Khemisset,1504
2005-06-19,Mouloudia Oujda,1491
2005-06-19,AS Sale,1465
2005-06-19,Hassania Union Sport Agadir,1503
2005-06-19,CODM Meknes,1446
2005-06-19,Itihad Zemmouri de Khemisset,1473
2005-06-19,Jeunesse Sportive El Massira,1487
2005-06-19,Chabab Mohammedia,1464
2005-06-19,Kawkab Athletic Club Marrakech,1416
2005-06-19,Maghreb de Fes,1462
2005-06-19,Olympique Club de Safi,1507
2005-06-19,Olympique Club De Khouribga,1490
2005-06-19,Ittihad Tanger,1473
2005-06-19,UTS Union Touarga Sport Rabat,1444
2005-06-19,Wydad Athletic Club,1565
2005-06-19,Raja Club Athletic,1635
2005-06-19,FAR Rabat,1684
2005-09-03,Moghreb Tetouan,1455
2005-09-03,CODM Meknes,1436
2005-09-03,Rachad Bernoussi,1391
2005-09-03,Kawkab Athletic Club Marrakech,1417
2005-09-04,Jeunesse Sportive El Massira,1489
2005-09-04,Raja Club Athletic,1634
2005-09-04,Olympique Club de Safi,1488
2005-09-04,Hassania Union Sport Agadir,1521
2005-09-04,Mouloudia Oujda,1486
2005-09-04,Difaa Hassani El Jadidi,1461
2005-09-04,AS Sale,1476
2005-09-04,Ittihad Tanger,1463
2005-09-04,Wydad Athletic Club,1572
2005-09-04,Chabab Mohammedia,1458
2005-09-04,FAR Rabat,1674
2005-09-04,Olympique Club De Khouribga,1500
2005-09-04,Itihad Zemmouri de Khemisset,1482
2005-09-04,UTS Union Touarga Sport Rabat,1435
2005-09-04,RSS Renaissance Settat,1381
2005-09-04,Racing Casablanca,1396
2005-09-04,USM Mohammedia,1385
2005-09-04,Fath Union Sport de Rabat,1449
2005-09-04,Stade Marocain,1385
2005-09-04,CWW Wafaa Wydad Casablanca,1401
2005-09-04,Fath Nador,1395
2005-09-04,Maghreb de Fes,1462
2005-09-04,NRM Najm Marrakech,1411
2005-09-04,Youssoufia Berrechid,1423
2005-09-04,Kenitra AC,1445
2005-09-04,HAN Hilal Nador,1402
2005-09-04,Renaissance de Berkane,1371
2005-09-04,Union Sidi Kacem,1397
2005-09-10,CWW Wafaa Wydad Casablanca,1395
2005-09-10,Rachad Bernoussi,1397
2005-09-11,Kawkab Athletic Club Marrakech,1416
2005-09-11,RSS Renaissance Settat,1382
2005-09-11,Union Sidi Kacem,1391
2005-09-11,Fath Nador,1401
2005-09-11,Maghreb de Fes,1464
2005-09-11,Stade Marocain,1383
2005-09-11,HAN Hilal Nador,1406
2005-09-11,Renaissance de Berkane,1367
2005-09-11,Fath Union Sport de Rabat,1448
2005-09-11,Kenitra AC,1446
2005-09-11,Youssoufia Berrechid,1426
2005-09-11,USM Mohammedia,1382
2005-09-11,Racing Casablanca,1395
2005-09-11,NRM Najm Marrakech,1412
2005-09-17,Ittihad Tanger,1474
2005-09-17,Jeunesse Sportive El Massira,1478
2005-09-17,CODM Meknes,1427
2005-09-17,FAR Rabat,1683
2005-09-17,USM Mohammedia,1376
2005-09-17,Racing Casablanca,1401
2005-09-18,Olympique Club De Khouribga,1466
2005-09-18,Olympique Club de Safi,1520
2005-09-18,UTS Union Touarga Sport Rabat,1433
2005-09-18,AS Sale,1478
2005-09-18,Hassania Union Sport Agadir,1530
2005-09-18,Itihad Zemmouri de Khemisset,1474
2005-09-18,Chabab Mohammedia,1439
2005-09-18,Moghreb Tetouan,1473
2005-09-18,Difaa Hassani El Jadidi,1447
2005-09-18,Wydad Athletic Club,1585
2005-09-18,Kawkab Athletic Club Marrakech,1419
2005-09-18,CWW Wafaa Wydad Casablanca,1392
2005-09-18,Stade Marocain,1377
2005-09-18,Union Sidi Kacem,1397
2005-09-18,Fath Nador,1395
2005-09-18,HAN Hilal Nador,1412
2005-09-18,Rachad Bernoussi,1397
2005-09-18,Maghreb de Fes,1464
2005-09-18,Renaissance de Berkane,1371
2005-09-18,Fath Union Sport de Rabat,1444
2005-09-18,Kenitra AC,1451
2005-09-18,Youssoufia Berrechid,1422
2005-09-18,RSS Renaissance Settat,1386
2005-09-18,NRM Najm Marrakech,1409
2005-09-24,Mouloudia Oujda,1471
2005-09-24,Wydad Athletic Club,1599
2005-09-24,Jeunesse Sportive El Massira,1473
2005-09-24,UTS Union Touarga Sport Rabat,1438
2005-09-24,AS Sale,1490
2005-09-24,Hassania Union Sport Agadir,1518
2005-09-24,Olympique Club de Safi,1498
2005-09-24,CODM Meknes,1448
2005-09-24,Moghreb Tetouan,1468
2005-09-24,Difaa Hassani El Jadidi,1452
2005-09-24,Youssoufia Berrechid,1415
2005-09-24,Renaissance de Berkane,1377
2005-09-24,CWW Wafaa Wydad Casablanca,1391
2005-09-24,RSS Renaissance Settat,1387
2005-09-25,Itihad Zemmouri de Khemisset,1455
2005-09-25,Olympique Club De Khouribga,1484
2005-09-25,Union Sidi Kacem,1396
2005-09-25,Rachad Bernoussi,1398
2005-09-25,Maghreb de Fes,1463
2005-09-25,Kawkab Athletic Club Marrakech,1420
2005-09-25,HAN Hilal Nador,1415
2005-09-25,Stade Marocain,1374
2005-09-25,Racing Casablanca,1401
2005-09-25,Kenitra AC,1451
2005-09-25,NRM Najm Marrakech,1413
2005-09-25,USM Mohammedia,1372
2005-09-25,Fath Union Sport de Rabat,1446
2005-09-25,Fath Nador,1393
2005-09-28,FAR Rabat,1690
2005-09-28,Chabab Mohammedia,1432
2005-10-01,Ittihad Tanger,1455
2005-10-01,Mouloudia Oujda,1489
2005-10-01,CWW Wafaa Wydad Casablanca,1386
2005-10-01,Maghreb de Fes,1468
2005-10-02,UTS Union Touarga Sport Rabat,1428
2005-10-02,Raja Club Athletic,1644
2005-10-02,Hassania Union Sport Agadir,1498
2005-10-02,Jeunesse Sportive El Massira,1493
2005-10-02,Olympique Club De Khouribga,1504
2005-10-02,AS Sale,1471
2005-10-02,Wydad Athletic Club,1608
2005-10-02,Moghreb Tetouan,1459
2005-10-02,Chabab Mohammedia,1408
2005-10-02,Olympique Club de Safi,1521
2005-10-02,CODM Meknes,1459
2005-10-02,Itihad Zemmouri de Khemisset,1445
2005-10-02,Difaa Hassani El Jadidi,1472
2005-10-02,FAR Rabat,1671
2005-10-02,Kawkab Athletic Club Marrakech,1419
2005-10-02,Union Sidi Kacem,1397
2005-10-02,Rachad Bernoussi,1397
2005-10-02,HAN Hilal Nador,1416
2005-10-02,Stade Marocain,1374
2005-10-02,Fath Union Sport de Rabat,1446
2005-10-02,Renaissance de Berkane,1382
2005-10-02,Racing Casablanca,1396
2005-10-02,Kenitra AC,1454
2005-10-02,NRM Najm Marrakech,1410
2005-10-02,RSS Renaissance Settat,1390
2005-10-02,USM Mohammedia,1369
2005-10-02,Fath Nador,1387
2005-10-02,Youssoufia Berrechid,1421
2005-10-05,Raja Club Athletic,1635
2005-10-05,Mouloudia Oujda,1498
2005-10-09,Raja Club Athletic,1625
2005-10-09,Ittihad Tanger,1464
2005-10-15,Ittihad Tanger,1478
2005-10-15,UTS Union Touarga Sport Rabat,1415
2005-10-15,Racing Casablanca,1395
2005-10-15,Fath Nador,1388
2005-10-16,Itihad Zemmouri de Khemisset,1440
2005-10-16,Chabab Mohammedia,1413
2005-10-16,Jeunesse Sportive El Massira,1461
2005-10-16,Olympique Club De Khouribga,1534
2005-10-16,AS Sale,1481
2005-10-16,CODM Meknes,1450
2005-10-16,Mouloudia Oujda,1493
2005-10-16,Moghreb Tetouan,1464
2005-10-16,Olympique Club de Safi,1515
2005-10-16,Difaa Hassani El Jadidi,1477
2005-10-16,Maghreb de Fes,1470
2005-10-16,RSS Renaissance Settat,1388
2005-10-16,USM Mohammedia,1369
2005-10-16,Kenitra AC,1454
2005-10-16,Union Sidi Kacem,1402
2005-10-16,CWW Wafaa Wydad Casablanca,1381
2005-10-16,NRM Najm Marrakech,1404
2005-10-16,Renaissance de Berkane,1388
2005-10-16,HAN Hilal Nador,1415
2005-10-16,Kawkab Athletic Club Marrakech,1420
2005-10-16,Fath Union Sport de Rabat,1444
2005-10-16,Rachad Bernoussi,1398
2005-10-16,Youssoufia Berrechid,1425
2005-10-16,Stade Marocain,1370
2005-10-22,Wydad Athletic Club,1615
2005-10-22,Olympique Club de Safi,1508
2005-10-22,CODM Meknes,1447
2005-10-22,Jeunesse Sportive El Massira,1464
2005-10-22,Hassania Union Sport Agadir,1494
2005-10-22,Ittihad Tanger,1482
2005-10-22,Moghreb Tetouan,1454
2005-10-22,FAR Rabat,1681
2005-10-22,CWW Wafaa Wydad Casablanca,1381
2005-10-22,HAN Hilal Nador,1415
2005-10-22,Stade Marocain,1364
2005-10-22,Racing Casablanca,1400
2005-10-22,Maghreb de Fes,1463
2005-10-22,Union Sidi Kacem,1409
2005-10-22,Kawkab Athletic Club Marrakech,1423
2005-10-22,Fath Union Sport de Rabat,1441
2005-10-23,Chabab Mohammedia,1412
2005-10-23,AS Sale,1482
2005-10-23,Olympique Club De Khouribga,1519
2005-10-23,Raja Club Athletic,1639
2005-10-23,UTS Union Touarga Sport Rabat,1429
2005-10-23,Mouloudia Oujda,1480
2005-10-23,Difaa Hassani El Jadidi,1486
2005-10-23,Itihad Zemmouri de Khemisset,1431
2005-10-23,Fath Nador,1387
2005-10-23,NRM Najm Marrakech,1405
2005-10-23,Renaissance de Berkane,1387
2005-10-23,USM Mohammedia,1370
2005-10-23,RSS Renaissance Settat,1394
2005-10-23,Kenitra AC,1448
2005-10-23,Rachad Bernoussi,1392
2005-10-23,Youssoufia Berrechid,1430
2005-10-26,Raja Club Athletic,1630
2005-10-26,Hassania Union Sport Agadir,1502
2005-10-29,Mouloudia Oujda,1484
2005-10-29,FAR Rabat,1677
2005-10-29,AS Sale,1478
2005-10-29,Difaa Hassani El Jadidi,1489
2005-10-29,Itihad Zemmouri de Khemisset,1434
2005-10-29,Wydad Athletic Club,1612
2005-10-29,Jeunesse Sportive El Massira,1477
2005-10-29,Chabab Mohammedia,1400
2005-10-29,Olympique Club de Safi,1516
2005-10-29,Moghreb Tetouan,1446
2005-10-29,Ittihad Tanger,1480
2005-10-29,Olympique Club De Khouribga,1521
2005-10-29,HAN Hilal Nador,1415
2005-10-29,Maghreb de Fes,1463
2005-10-29,Union Sidi Kacem,1408
2005-10-29,RSS Renaissance Settat,1395
2005-10-29,Fath Union Sport de Rabat,1439
2005-10-29,CWW Wafaa Wydad Casablanca,1383
2005-10-29,Youssoufia Berrechid,1433
2005-10-29,Kawkab Athletic Club Marrakech,1420
2005-10-29,USM Mohammedia,1369
2005-10-29,Fath Nador,1388
2005-10-29,Kenitra AC,1453
2005-10-29,Renaissance de Berkane,1382
2005-10-29,NRM Najm Marrakech,1408
2005-10-29,Stade Marocain,1361
2005-10-29,Racing Casablanca,1403
2005-10-29,Rachad Bernoussi,1389
2005-10-30,Raja Club Athletic,1620
2005-10-30,CODM Meknes,1456
2005-10-30,UTS Union Touarga Sport Rabat,1428
2005-10-30,Hassania Union Sport Agadir,1503
2005-11-12,Olympique Club De Khouribga,1534
2005-11-12,UTS Union Touarga Sport Rabat,1416
2005-11-12,Moghreb Tetouan,1442
2005-11-12,Itihad Zemmouri de Khemisset,1438
2005-11-12,CWW Wafaa Wydad Casablanca,1378
2005-11-12,Youssoufia Berrechid,1438
2005-11-12,Kawkab Athletic Club Marrakech,1423
2005-11-12,Racing Casablanca,1400
2005-11-13,Chabab Mohammedia,1390
2005-11-13,Raja Club Athletic,1629
2005-11-13,Wydad Athletic Club,1618
2005-11-13,AS Sale,1472
2005-11-13,Hassania Union Sport Agadir,1518
2005-11-13,Mouloudia Oujda,1470
2005-11-13,CODM Meknes,1453
2005-11-13,Ittihad Tanger,1483
2005-11-13,Difaa Hassani El Jadidi,1485
2005-11-13,Jeunesse Sportive El Massira,1481
2005-11-13,Maghreb de Fes,1462
2005-11-13,Fath Union Sport de Rabat,1440
2005-11-13,Stade Marocain,1355
2005-11-13,USM Mohammedia,1375
2005-11-13,Fath Nador,1388
2005-11-13,Kenitra AC,1453
2005-11-13,RSS Renaissance Settat,1398
2005-11-13,Renaissance de Berkane,1379
2005-11-13,Rachad Bernoussi,1392
2005-11-13,NRM Najm Marrakech,1405
2005-11-13,Union Sidi Kacem,1411
2005-11-13,HAN Hilal Nador,1412
2005-11-20,Kenitra AC,1446
2005-11-20,Stade Marocain,1362
2005-11-20,NRM Najm Marrakech,1404
2005-11-20,Kawkab Athletic Club Marrakech,1424
2005-11-20,Renaissance de Berkane,1382
2005-11-20,Fath Nador,1385
2005-11-20,HAN Hilal Nador,1415
2005-11-20,RSS Renaissance Settat,1395
2005-11-20,Fath Union Sport de Rabat,1439
2005-11-20,Union Sidi Kacem,1412
2005-11-20,Youssoufia Berrechid,1437
2005-11-20,Maghreb de Fes,1463
2005-11-20,Racing Casablanca,1399
2005-11-20,CWW Wafaa Wydad Casablanca,1379
2005-11-23,FAR Rabat,1671
2005-11-23,Wydad Athletic Club,1624
2005-11-26,AS Sale,1488
2005-11-26,Moghreb Tetouan,1427
2005-11-27,Itihad Zemmouri de Khemisset,1443
2005-11-27,FAR Rabat,1666
2005-11-27,Mouloudia Oujda,1468
2005-11-27,Olympique Club de Safi,1518
2005-11-27,Ittihad Tanger,1461
2005-11-27,Chabab Mohammedia,1411
2005-11-27,Raja Club Athletic,1634
2005-11-27,Difaa Hassani El Jadidi,1480
2005-11-27,Jeunesse Sportive El Massira,1482
2005-11-27,Wydad Athletic Club,1623
2005-11-27,Hassania Union Sport Agadir,1529
2005-11-27,Olympique Club De Khouribga,1524
2005-11-27,UTS Union Touarga Sport Rabat,1390
2005-11-27,CODM Meknes,1477
2005-11-27,HAN Hilal Nador,1414
2005-11-27,Fath Union Sport de Rabat,1440
2005-11-27,Union Sidi Kacem,1415
2005-11-27,Youssoufia Berrechid,1434
2005-11-27,Maghreb de Fes,1467
2005-11-27,Racing Casablanca,1395
2005-11-27,CWW Wafaa Wydad Casablanca,1382
